Timestamp,Milliseconds,Latitude,Longitude,Altitude
2021-02-19 15:48:31,0,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:31,100,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:31,200,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:31,301,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:31,400,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,500,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,600,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,700,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,800,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,900,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,1000,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,1101,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,1200,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,1300,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:32,1400,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,1500,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,1600,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,1700,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,1801,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,1900,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,2000,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,2100,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,2200,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,2300,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:33,2400,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,2501,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,2600,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,2700,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,2800,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,2900,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,3000,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,3100,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,3201,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,3300,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:34,3400,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:35,3500,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:35,3600,37.5804337,127.0009291,178.84027837548402
2021-02-19 15:48:35,3700,37.5804337,127.0009291,178.84027837548402
